Chrom	Start	End	Gene_Symbol	Tau	Expression	Visualization
1	51117014	51118848	GALR3	0.95508	Show	Gbrowse
1	51121427	51122146	LOC693258	0.97199	Show	Gbrowse
1	51123897	51128173	GCAT	0.36447	Show	Gbrowse
1	51128026	51134131	H1F0	0.80262	Show	Gbrowse
1	51133275	51146210	TRIOBP	0.27306	Show	Gbrowse
1	51151529	51155415	NOL12	0.28900	Show	Gbrowse
1	51155529	51162127	LOC100858460	0.57956	Show	Gbrowse
1	51163455	51164956	UTS2RL	0.91570	Show	Gbrowse
1	51166506	51169638	LGALS1	0.44740	Show	Gbrowse
1	51181685	51185095	PDXP	0.47195	Show	Gbrowse
1	51185448	51194194	SH3BP1	0.71356	Show	Gbrowse
1	51195008	51205252	GGA1	0.18609	Show	Gbrowse
1	51213089	51218701	LGALS2	0.69287	Show	Gbrowse
1	51220212	51228860	CDC42EP1	0.35978	Show	Gbrowse
1	51230018	51252530	CARD10	0.72032	Show	Gbrowse
1	51235763	51240391	LOC107053659	0.96732	Show	Gbrowse
1	51255626	51271322	MFNG	0.61144	Show	Gbrowse
1	51286507	51341743	ELFN2	0.88533	Show	Gbrowse
1	51385362	51413755	CYTH4	0.60895	Show	Gbrowse
1	51413925	51423026	RAC2	0.52020	Show	Gbrowse
1	51425934	51432847	SSTR3	0.92945	Show	Gbrowse
1	51431177	51435590	LOC112533483	0.96910	Show	Gbrowse
1	51437318	51445554	C1QTNF6	0.60386	Show	Gbrowse
1	51457537	51470898	IL2RB	0.70290	Show	Gbrowse
1	51471209	51492639	TMPRSS6	0.95579	Show	Gbrowse
1	51493520	51501758	KCTD17	0.75037	Show	Gbrowse
1	51508592	51511467	MPST	0.30638	Show	Gbrowse
1	51511600	51518776	TST	0.41544	Show	Gbrowse
1	51518927	51524410	TEX33	0.86384	Show	Gbrowse
1	51541951	51552677	CSF2RB	0.71698	Show	Gbrowse
1	51558171	51570957	CRCBL	0.61714	Show	Gbrowse
1	51574099	51608248	NCF4	0.56663	Show	Gbrowse
1	51605697	51618689	PVALB	0.81629	Show	Gbrowse
1	51627044	51649670	IFT27	0.37660	Show	Gbrowse
1	51651263	51698917	CACNG2	0.83428	Show	Gbrowse
1	51700555	51702304	LOC107053839	0.89468	Show	Gbrowse
1	51709015	51716388	EIF3D	0.26907	Show	Gbrowse
1	51716509	51726944	FOXRED2	0.39865	Show	Gbrowse
1	51725085	51734739	TXN2	0.19608	Show	Gbrowse
1	51727040	51727059	MIR1742	low_expression	Show	Gbrowse
1	51727040	51727059	MIR1742	low_expression	Show	Gbrowse
1	51734189	51741673	LOC112533484	0.92482	Show	Gbrowse
1	51734199	51820934	MYH9	0.26548	Show	Gbrowse
1	51831360	51994882	RBFOX2	0.35241	Show	Gbrowse
1	51975077	51982080	LOC107053630	0.70632	Show	Gbrowse
1	52004052	52007757	MB	0.74656	Show	Gbrowse
1	52028314	52032323	LOC101747256	0.96540	Show	Gbrowse
1	52034433	52042836	RASD2	0.66939	Show	Gbrowse
1	52046698	52092457	LOC112533487	low_expression	Show	Gbrowse
1	52093780	52102037	MCM5	0.47648	Show	Gbrowse
1	52103885	52109345	HMOX1	0.43671	Show	Gbrowse
1	52116686	52137393	TOM1	0.44111	Show	Gbrowse
1	52137539	52151831	HMGXB4	0.32277	Show	Gbrowse
1	52197991	52266986	ISX	0.95731	Show	Gbrowse
1	52318395	52342142	LOC112533496	0.98462	Show	Gbrowse
1	52475673	52579830	LOC112533490	0.95963	Show	Gbrowse
1	52636601	52643346	LOC107053592	0.94531	Show	Gbrowse
1	52663746	52676495	LOC107053589	0.76285	Show	Gbrowse
1	52677272	52964213	LARGE1	0.55653	Show	Gbrowse
1	53021674	53226639	SYN3	0.72393	Show	Gbrowse
1	53095025	53127489	TIMP3	0.36781	Show	Gbrowse
1	53145864	53188714	LOC107053588	0.94992	Show	Gbrowse
1	53227761	53241371	FBXO7	0.31459	Show	Gbrowse
1	53256723	53264726	LOC112532681	0.94901	Show	Gbrowse
1	53270584	53286241	BPIFCB	0.93571	Show	Gbrowse
1	53286595	53300334	RTCB	0.16726	Show	Gbrowse
1	53317314	53320493	ASCL4	0.91495	Show	Gbrowse
1	53325222	53342887	PRDM4	0.51332	Show	Gbrowse
1	53343402	53357765	PWP1	0.25143	Show	Gbrowse
1	53370683	53545366	BTBD11	0.44099	Show	Gbrowse
1	53553123	53569632	LOC101749091	0.96564	Show	Gbrowse
1	53582661	53588688	LOC112533502	0.86115	Show	Gbrowse
1	53592038	53626354	CRY1	0.21316	Show	Gbrowse
1	53628295	53634019	MTERF2	0.47380	Show	Gbrowse
1	53635741	53648634	TMEM263	0.28300	Show	Gbrowse
1	53674213	53707542	RIC8B	0.37513	Show	Gbrowse
1	53711870	53803086	RFX4	0.86551	Show	Gbrowse
1	53811388	53878924	POLR3B	0.30441	Show	Gbrowse
1	53881510	53898081	TCP11L2	0.29219	Show	Gbrowse
1	53900487	53910370	CKAP4	0.44759	Show	Gbrowse
1	53933009	53980840	NUAK1	0.49902	Show	Gbrowse
1	53959863	53965686	LOC112533504	0.84981	Show	Gbrowse
1	53980575	54068133	LOC107053559	0.88928	Show	Gbrowse
1	54171502	54195920	C12orf75	0.59122	Show	Gbrowse
1	54211697	54244859	APPL2	0.45490	Show	Gbrowse
1	54245000	54284074	WASHC4	0.29049	Show	Gbrowse
1	54291208	54320813	ALDH1L2	0.51414	Show	Gbrowse
1	54317259	54318988	LOC112533513	0.66457	Show	Gbrowse
1	54320734	54325207	C1H12ORF45	0.40730	Show	Gbrowse
1	54325219	54374350	SLC41A2	0.43187	Show	Gbrowse
1	54383572	54542973	CHST11	0.54271	Show	Gbrowse
1	54566626	54581232	LOC107049021	0.91037	Show	Gbrowse
1	54582181	54608639	TXNRD1	0.48466	Show	Gbrowse
1	54636779	54660850	NFYB	0.18343	Show	Gbrowse
1	54653294	54674193	HCFC2	0.28844	Show	Gbrowse
1	54677179	54693103	GLT8D2	0.65204	Show	Gbrowse
1	54693127	54703634	TDG	0.34479	Show	Gbrowse
1	54703831	54705111	C1H12ORF73	0.52132	Show	Gbrowse
1	54709107	54718953	HSP90B1	0.16229	Show	Gbrowse
1	54733464	54735584	LOC107049050	0.97246	Show	Gbrowse
1	54733929	54733982	MIR7450	low_expression	Show	Gbrowse
1	54733959	54733982	MIR7450	low_expression	Show	Gbrowse
1	54743183	54745195	LOC418086	0.97742	Show	Gbrowse
1	54748397	54770546	NT5DC3	0.47107	Show	Gbrowse
1	54769157	54844868	STAB2	0.68087	Show	Gbrowse
1	54965810	55002643	LOC107053530	0.99974	Show	Gbrowse
1	55066360	55068371	ASCL1	0.84256	Show	Gbrowse
1	55078825	55114899	PAH	0.90129	Show	Gbrowse
